playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jake Peavy,SD,202.1,4.09,1.23,215,11
Chris Young,SD,179.1,3.46,1.13,164,11
Clay Hensley,SD,187.0,3.71,1.34,122,11
Chan Ho Park,SD,136.2,4.81,1.39,96,7
Woody Williams,SD,145.1,3.65,1.29,72,12
Scott Linebrink,SD,75.2,3.57,1.22,68,7
Rudy Seanez,SD,53.0,4.92,1.70,54,3
Alan Embree,SD,52.1,3.27,1.24,53,4
Trevor Hoffman,SD,63.0,2.14,0.97,50,0
Scott Cassidy,SD,42.2,2.53,1.36,49,6
