playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ian Desmond,TEX,625,.285,.335,.446,.781
Rougned Odor,TEX,605,.271,.296,.502,.798
Adrian Beltré,TEX,583,.300,.358,.521,.879
Carlos Beltrán,TEX,552,.295,.337,.513,.850
Nomar Mazara,TEX,516,.266,.320,.419,.739
Elvis Andrus,TEX,506,.302,.362,.439,.801
Jonathan Lucroy,TEX,490,.292,.355,.500,.855
Mitch Moreland,TEX,460,.233,.298,.422,.720
Carlos Gómez,TEX,411,.231,.298,.384,.682
Prince Fielder,TEX,326,.212,.292,.334,.626
Jurickson Profar,TEX,272,.239,.321,.338,.659
