playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ronald Acuña Jr.,ATL,643,.337,.416,.596,1.012
Austin Riley,ATL,636,.281,.345,.516,.861
Matt Olson,ATL,608,.283,.389,.604,.993
Ozzie Albies,ATL,596,.280,.336,.513,.849
Marcell Ozuna,ATL,530,.274,.346,.558,.904
Michael Harris II,ATL,505,.293,.331,.477,.808
Orlando Arcia,ATL,488,.264,.321,.420,.741
Eddie Rosario,ATL,478,.255,.305,.450,.755
Sean Murphy,ATL,370,.251,.365,.478,.843
Travis d'Arnaud,ATL,267,.225,.288,.397,.685
Nicky Lopez,ATL,225,.231,.326,.307,.633
