playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Alfonso Soriano,NYY,682,.290,.338,.525,.863
Hideki Matsui,NYY,623,.287,.353,.435,.788
Aaron Boone,NYY,592,.267,.327,.453,.780
Jason Giambi,NYY,535,.250,.412,.527,.939
Derek Jeter,NYY,482,.324,.393,.450,.843
Jorge Posada,NYY,481,.281,.405,.518,.923
Bernie Williams,NYY,445,.263,.367,.411,.778
Nick Johnson,NYY,324,.284,.422,.472,.894
Ruben Sierra,NYY,307,.270,.327,.420,.747
Karim Garcia,NYY,244,.262,.302,.422,.724
David Dellucci,NYY,216,.227,.313,.352,.665
