playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Scott Kazmir,TB,144.2,3.24,1.27,163,10
James Shields,TB,124.2,4.84,1.44,104,6
Jae Weong Seo,TB,157.0,5.33,1.61,88,3
Casey Fossum,TB,130.0,5.33,1.53,88,6
Seth McClung,TB,103.0,6.29,1.83,59,6
Tim Corcoran,TB,90.1,4.38,1.55,59,5
Shawn Camp,TB,75.0,4.68,1.49,53,7
Ruddy Lugo,TB,85.0,3.81,1.32,48,2
Brian Meadows,TB,69.2,5.17,1.51,35,3
J.P. Howell,TB,42.1,5.10,1.56,33,1
