playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Germán Márquez,COL,196.0,3.77,1.20,230,14
Jon Gray,COL,172.1,5.12,1.35,183,12
Kyle Freeland,COL,202.1,2.85,1.25,173,17
Tyler Anderson,COL,176.0,4.55,1.27,164,7
Adam Ottavino,COL,77.2,2.43,0.99,112,6
Chad Bettis,COL,120.1,5.01,1.40,80,5
Seunghwan Oh,COL,68.1,2.63,1.01,79,6
Wade Davis,COL,65.1,4.13,1.06,78,3
Antonio Senzatela,COL,90.1,4.38,1.37,69,6
Scott Oberg,COL,58.2,2.45,0.97,57,8
