playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Charlie Blackmon,COL,626,.291,.358,.502,.860
Trevor Story,COL,598,.291,.348,.567,.915
Nolan Arenado,COL,590,.297,.374,.561,.935
Ian Desmond,COL,555,.236,.307,.422,.729
DJ LeMahieu,COL,533,.276,.321,.428,.749
Carlos González,COL,463,.276,.329,.467,.796
Gerardo Parra,COL,401,.284,.342,.372,.714
Chris Iannetta,COL,299,.224,.345,.385,.730
David Dahl,COL,249,.273,.325,.534,.859
Tony Wolters,COL,182,.170,.292,.286,.578
Ryan McMahon,COL,181,.232,.307,.376,.683
