playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
C.J. Cron,COL,575,.257,.315,.468,.783
Charlie Blackmon,COL,530,.264,.314,.419,.733
Ryan McMahon,COL,529,.246,.327,.414,.741
Brendan Rodgers,COL,527,.266,.325,.408,.733
Randal Grichuk,COL,506,.259,.299,.425,.724
Jose Iglesias,COL,439,.292,.328,.380,.708
Connor Joe,COL,404,.238,.338,.359,.697
Yonathan Daza,COL,372,.301,.349,.384,.733
Elias Díaz,COL,351,.228,.281,.368,.649
Garrett Hampson,COL,199,.211,.287,.307,.594
Brian Serven,COL,187,.203,.261,.332,.593
