playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Garrett Atkins,COL,602,.329,.409,.556,.965
Matt Holliday,COL,602,.326,.387,.586,.973
Todd Helton,COL,546,.302,.404,.476,.880
Brad Hawpe,COL,499,.293,.383,.515,.898
Clint Barmes,COL,478,.220,.264,.335,.599
Jamey Carroll,COL,463,.300,.377,.404,.781
Cory Sullivan,COL,386,.267,.321,.402,.723
Vinny Castilla,COL,275,.229,.258,.320,.578
Kazuo Matsui,COL,243,.267,.310,.379,.689
Yorvit Torrealba,COL,223,.247,.293,.439,.732
Choo Freeman,COL,173,.237,.298,.341,.639
