playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jason Jennings,COL,212.0,3.78,1.37,142,9
Byung-Hyun Kim,COL,155.0,5.57,1.55,129,8
Jeff Francis,COL,199.0,4.16,1.29,117,13
Josh Fogg,COL,172.0,5.49,1.55,93,11
Aaron Cook,COL,212.2,4.23,1.40,92,9
Brian Fuentes,COL,65.1,3.44,1.16,73,3
Ramon E Ramirez,COL,67.2,3.46,1.26,61,4
Jeremy Affeldt,COL,97.1,6.20,1.61,48,8
Tom Martin,COL,60.1,5.07,1.44,46,2
Jose Mesa,COL,72.1,3.86,1.51,39,1
