playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Mallex Smith,SEA,510,.227,.300,.335,.635
Daniel Vogelbach,SEA,462,.208,.341,.439,.780
Domingo Santana,SEA,451,.253,.329,.441,.770
Omar Narváez,SEA,428,.278,.353,.460,.813
Kyle Seager,SEA,393,.239,.321,.468,.789
Dee Strange-Gordon,SEA,393,.275,.304,.359,.663
J.P. Crawford,SEA,345,.226,.313,.371,.684
Tim Beckham,SEA,304,.237,.293,.461,.754
Tom Murphy,SEA,260,.273,.324,.535,.859
Dylan Moore,SEA,247,.206,.302,.389,.691
Mitch Haniger,SEA,246,.220,.314,.463,.777
