playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jon Lester,CHC,202.2,2.44,1.02,197,19
Jake Arrieta,CHC,197.1,3.10,1.08,190,18
John Lackey,CHC,188.1,3.35,1.06,180,11
Kyle Hendricks,CHC,190.0,2.13,0.98,170,16
Jason Hammel,CHC,166.2,3.83,1.21,144,15
Mike Montgomery,CHC,100.0,2.52,1.17,92,4
Aroldis Chapman,CHC,58.0,1.55,0.86,90,4
Trevor Cahill,CHC,65.2,2.74,1.28,66,4
Justin Grimm,CHC,52.2,4.10,1.33,65,2
Pedro Strop,CHC,47.1,2.85,0.89,60,2
