playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Aaron Harang,PHI,172.1,4.86,1.39,108,6
Ken Giles,PHI,70.0,1.80,1.20,87,6
Jerome Williams,PHI,121.0,5.80,1.61,74,4
Justin De Fratus,PHI,80.0,5.51,1.55,68,0
Aaron Nola,PHI,77.2,3.59,1.20,68,6
Luis García,PHI,66.2,3.51,1.64,63,4
Jeanmar Gómez,PHI,74.2,3.01,1.33,50,2
Adam Morgan,PHI,84.1,4.48,1.25,49,5
Jerad Eickhoff,PHI,51.0,2.65,1.04,49,3
David Buchanan,PHI,74.2,6.99,1.85,44,2
