playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ryan Braun,MIL,598,.319,.391,.595,.986
Rickie Weeks Jr.,MIL,588,.230,.328,.400,.728
Aramis Ramirez,MIL,570,.300,.360,.540,.900
Corey Hart,MIL,562,.270,.334,.507,.841
Norichika Aoki,MIL,520,.288,.355,.433,.788
Carlos Gómez,MIL,415,.260,.305,.463,.768
Jonathan Lucroy,MIL,316,.320,.368,.513,.881
Nyjer Morgan,MIL,289,.239,.302,.308,.610
Martín Maldonado,MIL,233,.266,.321,.408,.729
Yorvit Torrealba,MIL,194,.227,.293,.330,.623
Travis Ishikawa,MIL,152,.257,.329,.428,.757
