playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Mike Pelfrey,MIN,152.2,5.19,1.55,101,5
Kevin Correia,MIN,185.1,4.18,1.42,101,9
Glen Perkins,MIN,62.2,2.30,0.93,77,2
Casey Fien,MIN,62.0,3.92,1.02,73,5
Anthony Swarzak,MIN,96.0,2.91,1.16,69,3
Samuel Deduno,MIN,108.0,3.83,1.35,67,8
Jared Burton,MIN,66.0,3.82,1.26,61,2
Brian Duensing,MIN,61.0,3.98,1.48,56,6
Scott Diamond,MIN,131.0,5.43,1.52,52,6
Ryan Pressly,MIN,76.2,3.87,1.28,49,3
