playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Scott Podsednik,MIL,640,.244,.313,.364,.677
Geoff Jenkins,MIL,617,.264,.325,.473,.798
Lyle Overbay,MIL,579,.301,.385,.478,.863
Craig Counsell,MIL,473,.241,.330,.315,.645
Bill Hall,MIL,390,.238,.276,.374,.650
Keith Ginter,MIL,386,.262,.333,.479,.812
Brady Clark,MIL,353,.280,.385,.397,.782
Chad Moeller,MIL,317,.208,.265,.303,.568
Wes Helms,MIL,274,.263,.331,.361,.692
Junior Spivey,MIL,228,.272,.359,.421,.780
Gary Bennett,MIL,219,.224,.297,.329,.626
