playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Whit Merrifield,KC,632,.304,.367,.438,.805
Salvador Perez,KC,510,.235,.274,.439,.713
Alex Gordon,KC,506,.245,.324,.370,.694
Alcides Escobar,KC,485,.231,.279,.313,.592
Hunter Dozier,KC,362,.229,.278,.395,.673
Rosell Herrera,KC,278,.234,.286,.317,.603
Adalberto Mondesi,KC,275,.276,.306,.498,.804
Jorge Bonifacio,KC,236,.225,.312,.360,.672
Jorge Soler,KC,223,.265,.354,.466,.820
Brian Goodwin,KC,159,.239,.318,.390,.708
Ryan O'Hearn,KC,149,.262,.353,.597,.950
