playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Aaron Hill,TOR,682,.286,.330,.499,.829
Vernon Wells,TOR,630,.260,.311,.400,.711
Adam Lind,TOR,587,.305,.370,.562,.932
Marco Scutaro,TOR,574,.282,.379,.409,.788
Rod Barajas,TOR,429,.226,.258,.403,.661
Lyle Overbay,TOR,423,.265,.372,.466,.838
José Bautista,TOR,336,.235,.349,.408,.757
Edwin Encarnación,TOR,293,.225,.320,.410,.730
Kevin Millar,TOR,251,.223,.311,.363,.674
Travis Snider,TOR,241,.241,.328,.419,.747
Raul Chavez,TOR,159,.258,.285,.346,.631
