playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jonathan Lucroy,MIL,585,.301,.373,.465,.838
Carlos Gómez,MIL,574,.284,.356,.477,.833
Ryan Braun,MIL,530,.266,.324,.453,.777
Gerardo Parra,MIL,529,.261,.308,.369,.677
Jean Segura,MIL,513,.246,.289,.326,.615
Khris Davis,MIL,501,.244,.299,.457,.756
Aramis Ramirez,MIL,494,.285,.330,.427,.757
Scooter Gennett,MIL,440,.289,.320,.434,.754
Mark Reynolds,MIL,378,.196,.287,.394,.681
Lyle Overbay,MIL,258,.233,.328,.333,.661
Rickie Weeks Jr.,MIL,252,.274,.357,.452,.809
