playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Dmitri Young,DET,562,.297,.372,.537,.909
Alex Sanchez,DET,557,.287,.319,.363,.682
Bobby Higginson,DET,469,.235,.320,.369,.689
Carlos Pena,DET,452,.248,.332,.440,.772
Ramon Santiago,DET,444,.225,.292,.284,.576
Craig Monroe,DET,425,.240,.287,.449,.736
Shane Halter,DET,360,.217,.269,.342,.611
Warren Morris,DET,346,.272,.316,.373,.689
Brandon Inge,DET,330,.203,.265,.339,.604
Eric Munson,DET,313,.240,.312,.441,.753
Kevin Witt,DET,270,.263,.301,.407,.708
