playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Chris Sale,CWS,226.2,3.34,1.04,233,17
Jose Quintana,CWS,208.0,3.20,1.16,181,13
Carlos Rodón,CWS,165.0,4.04,1.39,168,9
James Shields,CWS,181.2,5.85,1.60,135,6
Miguel González,CWS,135.0,3.73,1.24,95,5
Nate Jones,CWS,70.2,2.29,0.89,80,5
David Robertson,CWS,62.1,3.47,1.36,75,5
Dan Jennings,CWS,60.2,2.08,1.40,46,4
Matt Albers,CWS,51.1,6.31,1.68,30,2
Zach Putnam,CWS,27.1,2.30,1.32,30,1
