playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Daniel Murphy,NYM,658,.286,.319,.415,.734
Eric Young Jr.,NYM,539,.249,.310,.336,.646
David Wright,NYM,430,.307,.390,.514,.904
Juan Lagares,NYM,392,.242,.281,.352,.633
Lucas Duda,NYM,318,.223,.352,.415,.767
Ike Davis,NYM,317,.205,.326,.334,.660
Omar Quintanilla,NYM,315,.222,.306,.283,.589
Rubén Tejada,NYM,208,.202,.259,.260,.519
Justin Turner,NYM,200,.280,.319,.385,.704
Josh Satin,NYM,190,.279,.376,.405,.781
Andrew Brown,NYM,150,.227,.288,.400,.688
