playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ichiro Suzuki,SEA,704,.372,.414,.455,.869
Randy Winn,SEA,626,.286,.346,.427,.773
Bret Boone,SEA,593,.251,.317,.423,.740
Edgar Martinez,SEA,486,.263,.342,.385,.727
Raul Ibanez,SEA,481,.304,.353,.472,.825
Scott Spiezio,SEA,367,.215,.288,.346,.634
Jolbert Cabrera,SEA,359,.270,.312,.384,.696
Dan Wilson,SEA,319,.251,.305,.310,.615
Miguel Olivo,SEA,301,.233,.286,.439,.725
Jose Lopez,SEA,207,.232,.263,.367,.630
Willie Bloomquist,SEA,188,.245,.283,.330,.613
