playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Todd Frazier,CIN,619,.255,.309,.498,.807
Brandon Phillips,CIN,588,.294,.328,.395,.723
Jay Bruce,CIN,580,.226,.294,.434,.728
Joey Votto,CIN,545,.314,.459,.541,1.000
Billy Hamilton,CIN,412,.226,.274,.289,.563
Eugenio Suárez,CIN,372,.280,.315,.446,.761
Brayan Peña,CIN,333,.273,.334,.324,.658
Skip Schumaker,CIN,244,.242,.306,.336,.642
Tucker Barnhart,CIN,242,.252,.324,.326,.650
Iván De Jesús Jr.,CIN,201,.244,.311,.373,.684
Jason Bourgeois,CIN,196,.240,.294,.332,.626
