playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Patrick Corbin,AZ,208.1,3.41,1.17,178,14
Wade Miley,AZ,202.2,3.55,1.32,147,10
Trevor Cahill,AZ,146.2,3.99,1.42,102,8
Josh Collmenter,AZ,92.0,3.13,1.22,85,5
Randall Delgado,AZ,116.1,4.26,1.19,79,5
Brandon McCarthy,AZ,135.0,4.53,1.35,76,5
Heath Bell,AZ,65.2,4.11,1.37,72,5
David Hernandez,AZ,62.1,4.48,1.19,66,5
Will Harris,AZ,52.2,2.91,1.23,53,4
Brad Ziegler,AZ,73.0,2.22,1.14,44,8
