playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Nolan Arenado,COL,616,.287,.323,.575,.898
Charlie Blackmon,COL,614,.287,.347,.450,.797
DJ LeMahieu,COL,564,.301,.358,.388,.746
Carlos González,COL,554,.271,.325,.540,.865
José Reyes,COL,481,.274,.310,.378,.688
Nick Hundley,COL,366,.301,.339,.467,.806
Ben Paulsen,COL,325,.277,.326,.462,.788
Brandon Barnes,COL,255,.251,.314,.341,.655
Wilin Rosario,COL,231,.268,.295,.416,.711
Corey Dickerson,COL,224,.304,.333,.536,.869
Daniel Descalso,COL,185,.205,.283,.324,.607
