playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Justin Masterson,CLE,129.1,4.52,1.45,119,4
Roberto Hernandez,CLE,125.1,6.32,1.76,79,5
Chris Perez,CLE,57.0,4.26,1.19,68,1
David Huff,CLE,128.1,5.61,1.56,65,11
Kerry Wood,CLE,55.0,4.25,1.38,63,3
Jensen Lewis,CLE,66.1,4.61,1.37,62,2
Aaron Laffey,CLE,121.2,4.44,1.62,59,7
Jeremy Sowers,CLE,123.1,5.25,1.51,51,6
Tony Sipp,CLE,40.0,2.93,1.30,48,2
Jose Veras,CLE,50.1,5.19,1.39,40,4
