playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jason Schmidt,SF,225.0,3.20,1.08,251,18
Brett Tomko,SF,194.0,4.04,1.34,108,11
Dustin Hermanson,SF,131.0,4.53,1.36,102,6
Jerome Williams,SF,129.1,4.24,1.29,80,10
Noah Lowry,SF,92.0,3.82,1.29,72,6
Jim Brower,SF,93.0,3.29,1.35,63,7
Kirk Rueter,SF,190.1,4.73,1.53,56,9
Dave Burba,SF,77.0,4.21,1.25,50,4
Scott Eyre,SF,52.2,4.10,1.33,49,2
Tyler Walker,SF,63.2,4.24,1.46,48,5
