playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Adam Frazier,PIT,554,.278,.336,.417,.753
Starling Marte,PIT,539,.295,.342,.503,.845
Josh Bell,PIT,527,.277,.367,.569,.936
Kevin Newman,PIT,493,.308,.353,.446,.799
Bryan Reynolds,PIT,491,.314,.377,.503,.880
Colin Moran,PIT,466,.277,.322,.429,.751
Melky Cabrera,PIT,378,.280,.313,.399,.712
Elias Díaz,PIT,303,.241,.296,.307,.603
José Osuna,PIT,261,.264,.310,.456,.766
Jacob Stallings,PIT,191,.262,.325,.382,.707
Jung Ho Kang,PIT,172,.169,.222,.395,.617
