playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Michael Bourn,ATL,624,.274,.348,.391,.739
Martín Prado,ATL,617,.301,.359,.438,.797
Jason Heyward,ATL,587,.269,.335,.479,.814
Freddie Freeman,ATL,540,.259,.340,.456,.796
Dan Uggla,ATL,523,.220,.348,.384,.732
Brian McCann,ATL,439,.230,.300,.399,.699
Chipper Jones Jr.,ATL,387,.287,.377,.455,.832
Reed Johnson,ATL,269,.290,.337,.398,.735
Juan Francisco,ATL,192,.234,.278,.432,.710
Jeff Baker,ATL,188,.239,.279,.378,.657
David Ross,ATL,176,.256,.321,.449,.770
