playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Matt Vierling,DET,518,.257,.312,.423,.735
Colt Keith,DET,516,.260,.309,.380,.689
Riley Greene,DET,512,.262,.348,.479,.827
Wenceel Pérez,DET,389,.242,.300,.383,.683
Spencer Torkelson,DET,342,.219,.295,.374,.669
Jake Rogers,DET,310,.197,.255,.352,.607
Zach McKinstry,DET,297,.215,.277,.337,.614
Javier Báez,DET,272,.184,.221,.294,.515
Parker Meadows,DET,270,.244,.310,.433,.743
Kerry Carpenter,DET,264,.284,.345,.587,.932
Andy Ibáñez,DET,224,.241,.295,.357,.652
