playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jaret Wright,ATL,186.1,3.28,1.28,159,15
Russ Ortiz,ATL,204.2,4.13,1.51,143,15
John Thomson,ATL,198.1,3.72,1.32,133,14
Mike Hampton,ATL,172.1,4.28,1.53,87,13
John Smoltz,ATL,81.2,2.76,1.08,85,0
Paul Byrd,ATL,114.1,3.94,1.24,79,8
Juan Cruz,ATL,72.0,2.75,1.24,70,6
Chris Reitsma,ATL,79.2,4.07,1.37,60,6
Antonio Alfonseca,ATL,73.2,2.57,1.34,45,6
Horacio Ramirez,ATL,60.1,2.39,1.34,31,2
