playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Andruw Jones,ATL,570,.261,.345,.488,.833
Rafael Furcal,ATL,563,.279,.344,.414,.758
J.D. Drew,ATL,518,.305,.436,.569,1.005
Chipper Jones Jr.,ATL,472,.248,.362,.485,.847
Johnny Estrada,ATL,462,.314,.378,.450,.828
Marcus Giles,ATL,379,.311,.378,.443,.821
Adam LaRoche,ATL,324,.278,.333,.488,.821
Julio Franco,ATL,320,.309,.378,.441,.819
Mark DeRosa,ATL,309,.239,.293,.320,.613
Nick Green,ATL,264,.273,.312,.386,.698
Eli Marrero,ATL,250,.320,.374,.520,.894
