playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Freddy Galvis,PHI,608,.255,.309,.382,.691
Maikel Franco,PHI,575,.230,.281,.409,.690
Odúbel Herrera,PHI,526,.281,.325,.452,.777
César Hernández,PHI,511,.294,.373,.421,.794
Tommy Joseph,PHI,495,.240,.289,.432,.721
Aaron Altherr,PHI,372,.272,.340,.516,.856
Nick Williams,PHI,313,.288,.338,.473,.811
Cameron Rupp,PHI,295,.217,.299,.417,.716
Hyun Soo Kim,PHI,212,.231,.307,.292,.599
Daniel Nava,PHI,183,.301,.393,.421,.814
Andrew Knapp,PHI,171,.257,.368,.368,.736
