playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Francisco Lindor,CLE,598,.284,.335,.518,.853
Carlos Santana,CLE,573,.281,.397,.515,.912
Yasiel Puig,CLE,555,.267,.327,.458,.785
Franmil Reyes,CLE,494,.249,.310,.512,.822
José Ramírez,CLE,482,.255,.327,.479,.806
Jason Kipnis,CLE,458,.245,.304,.410,.714
Óscar Mercado,CLE,438,.269,.318,.443,.761
Roberto Pérez,CLE,389,.239,.321,.452,.773
Jake Bauers,CLE,372,.226,.312,.371,.683
Tyler Naquin,CLE,274,.288,.325,.467,.792
Leonys Martin,CLE,236,.199,.276,.343,.619
