playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Edwin Encarnación,TOR,601,.263,.357,.529,.886
Josh Donaldson,TOR,577,.284,.404,.549,.953
Kevin Pillar,TOR,548,.266,.303,.376,.679
Troy Tulowitzki,TOR,492,.254,.318,.443,.761
B.J. Upton,TOR,492,.238,.291,.402,.693
Michael Saunders,TOR,490,.253,.338,.478,.816
Russell Martin,TOR,455,.231,.335,.398,.733
José Bautista,TOR,423,.234,.366,.452,.818
Devon Travis,TOR,410,.300,.332,.454,.786
Dioner Navarro,TOR,304,.207,.265,.322,.587
Justin Smoak,TOR,299,.217,.314,.391,.705
