playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jason Kipnis,CLE,565,.303,.372,.451,.823
Carlos Santana,CLE,550,.231,.357,.395,.752
Michael Brantley,CLE,529,.310,.379,.480,.859
Francisco Lindor,CLE,390,.313,.353,.482,.835
Yan Gomes,CLE,363,.231,.267,.391,.658
Lonnie Chisenhall,CLE,333,.246,.294,.372,.666
José Ramírez,CLE,315,.219,.291,.340,.631
Mike Aviles,CLE,290,.231,.282,.317,.599
Gio Urshela,CLE,267,.225,.279,.330,.609
Chris Johnson,CLE,243,.255,.286,.337,.623
Abraham Almonte,CLE,232,.250,.310,.409,.719
