playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Torii Hunter,MIN,581,.250,.312,.451,.763
Shannon Stewart,MIN,573,.307,.364,.459,.823
Cristian Guzman,MIN,534,.268,.311,.365,.676
Jacque Jones,MIN,517,.304,.333,.464,.797
A.J. Pierzynski,MIN,487,.312,.360,.464,.824
Doug Mientkiewicz,MIN,487,.300,.393,.450,.843
Luis Rivas,MIN,475,.259,.308,.381,.689
Corey Koskie,MIN,469,.292,.393,.452,.845
Dustan Mohr,MIN,348,.250,.314,.399,.713
Matthew LeCroy,MIN,345,.287,.342,.490,.832
Denny Hocking,MIN,188,.239,.291,.362,.653
