playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
David Fletcher,LAA,596,.290,.350,.384,.734
Kole Calhoun,LAA,552,.232,.325,.467,.792
Albert Pujols,LAA,491,.244,.305,.430,.735
Mike Trout,LAA,470,.291,.438,.645,1.083
Brian Goodwin,LAA,413,.262,.326,.470,.796
Andrelton Simmons,LAA,398,.264,.309,.364,.673
Shohei Ohtani,LAA,384,.286,.343,.505,.848
Luis Rengifo,LAA,357,.238,.321,.364,.685
Tommy La Stella,LAA,292,.295,.346,.486,.832
Justin Upton,LAA,219,.215,.309,.416,.725
Kevan Smith,LAA,191,.251,.318,.393,.711
