playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Trevor Bauer,CIN,213.0,4.48,1.25,253,11
Luis Castillo,CIN,190.2,3.40,1.14,226,15
Sonny Gray,CIN,175.1,2.87,1.08,205,11
Anthony DeSclafani,CIN,166.2,3.89,1.20,167,9
Tyler Mahle,CIN,129.2,5.14,1.31,129,3
Kevin Gausman,CIN,102.1,5.72,1.42,114,3
Raisel Iglesias,CIN,67.0,4.16,1.22,89,3
Michael Lorenzen,CIN,83.1,2.92,1.15,85,1
Robert Stephenson,CIN,64.2,3.76,1.04,81,3
Amir Garrett,CIN,56.0,3.21,1.41,78,5
