playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Curt Schilling,AZ,168.0,2.95,1.05,194,8
Brandon Webb,AZ,180.2,2.84,1.15,172,10
Miguel Batista,AZ,193.1,3.54,1.33,142,10
Randy Johnson,AZ,114.0,4.26,1.33,125,6
Elmer Dessens,AZ,175.2,5.07,1.53,113,8
Oscar Villarreal,AZ,98.0,2.57,1.29,80,10
Jose Valverde,AZ,50.1,2.15,0.99,71,2
Matt Mantei,AZ,55.0,2.62,1.00,68,5
Stephen Randolph,AZ,60.0,4.05,1.55,50,8
John Patterson,AZ,55.0,6.05,1.65,43,1
