playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Kevin Appier,NYM,206.2,3.57,1.19,172,11
Glendon Rusch,NYM,179.0,4.63,1.45,156,8
Steve Trachsel,NYM,173.2,4.46,1.24,144,11
Al Leiter,NYM,187.1,3.31,1.20,142,11
Bruce Chen,NYM,146.0,4.87,1.40,126,7
Armando Benitez,NYM,76.1,3.77,1.30,93,6
Rick White,NYM,69.2,3.88,1.26,51,4
John Franco,NYM,53.1,4.05,1.39,50,6
C.J. Nitkowski,NYM,51.0,4.94,1.73,42,1
Jerrod Riggan,NYM,47.2,3.40,1.38,41,3
