playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jose Altuve,HOU,601,.278,.350,.489,.839
Carlos Correa,HOU,555,.279,.366,.485,.851
Yordan Alvarez,HOU,537,.277,.346,.531,.877
Yuli Gurriel,HOU,530,.319,.383,.462,.845
Kyle Tucker,HOU,506,.294,.359,.557,.916
Michael Brantley,HOU,469,.311,.362,.437,.799
Martín Maldonado,HOU,373,.172,.272,.300,.572
Alex Bregman,HOU,348,.270,.355,.422,.777
Aledmys Díaz,HOU,294,.259,.317,.405,.722
Chas McCormick,HOU,284,.257,.319,.447,.766
Marwin Gonzalez,HOU,276,.199,.275,.304,.579
