playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Derek Jeter,NYY,639,.322,.388,.452,.840
Robinson Canó,NYY,617,.306,.353,.488,.841
Bobby Abreu,NYY,605,.283,.369,.445,.814
Alex Rodriguez,NYY,583,.314,.422,.645,1.067
Hideki Matsui,NYY,547,.285,.367,.488,.855
Melky Cabrera,NYY,545,.273,.327,.391,.718
Johnny Damon,NYY,533,.270,.351,.396,.747
Jorge Posada,NYY,506,.338,.426,.543,.969
Jason Giambi,NYY,254,.236,.356,.433,.789
Wilson Betemit,NYY,240,.229,.333,.454,.787
José Molina,NYY,191,.257,.274,.340,.614
