playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
DJ LeMahieu,NYY,602,.327,.375,.518,.893
Gleyber Torres,NYY,546,.278,.337,.535,.872
Brett Gardner,NYY,491,.251,.325,.503,.828
Gio Urshela,NYY,442,.314,.355,.534,.889
Luke Voit,NYY,429,.263,.378,.464,.842
Edwin Encarnación,NYY,418,.244,.344,.531,.875
Gary Sánchez,NYY,396,.232,.316,.525,.841
Aaron Judge,NYY,378,.272,.381,.540,.921
Didi Gregorius,NYY,324,.238,.276,.441,.717
Mike Tauchman,NYY,260,.277,.361,.504,.865
Cameron Maybin,NYY,239,.285,.364,.494,.858
