playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Javier Vazquez,MON,217.2,4.05,1.42,196,11
Dustin Hermanson,MON,198.0,4.77,1.52,94,12
Mike Johnson,MON,101.1,6.39,1.58,70,5
Anthony Telford,MON,78.1,3.79,1.26,68,5
Carl Pavano,MON,97.0,3.06,1.27,64,8
Steve Kline,MON,82.1,3.50,1.40,64,1
Scott Downs,MON,97.0,5.29,1.67,63,4
Tony Armas,MON,95.0,4.36,1.31,59,7
Julio Santana,MON,66.2,5.67,1.53,58,1
Mike Thurman,MON,88.1,6.42,1.79,52,4
