playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Cliff Lee,CLE,179.0,5.43,1.50,161,14
CC Sabathia,CLE,188.0,4.12,1.32,139,11
Jake Westbrook,CLE,215.2,3.38,1.25,116,14
Scott Elarton,CLE,158.2,5.90,1.42,103,3
David Riske,CLE,77.1,3.72,1.42,78,7
Rafael Betancourt,CLE,66.2,3.92,1.34,76,5
Jason Davis,CLE,114.1,5.51,1.74,72,2
Matt Miller,CLE,55.1,3.09,1.17,55,4
Rick White,CLE,78.1,5.29,1.49,44,5
Kazuhito Tadano,CLE,50.1,4.65,1.45,39,1
