playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Dan Straily,MIA,181.2,4.26,1.30,170,10
José Ureña,MIA,169.2,3.82,1.27,113,14
Edinson Volquez,MIA,92.1,4.19,1.42,81,4
Kyle Barraclough,MIA,66.0,3.00,1.38,76,6
Adam Conley,MIA,102.2,6.14,1.52,72,8
Dustin McGowan,MIA,77.2,4.75,1.34,64,8
Drew Steckenrider,MIA,34.2,2.34,1.38,54,1
Vance Worley,MIA,71.2,6.91,1.80,50,2
Brian Ellington,MIA,44.2,7.25,1.86,48,1
Nick Wittgren,MIA,42.1,4.68,1.39,43,3
