playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jean Segura,MIL,560,.257,.281,.336,.617
Ryan Braun,MIL,506,.285,.356,.498,.854
Adam Lind,MIL,502,.277,.360,.460,.820
Khris Davis,MIL,392,.247,.323,.505,.828
Scooter Gennett,MIL,375,.264,.294,.381,.675
Jonathan Lucroy,MIL,371,.264,.326,.391,.717
Hernán Pérez,MIL,263,.243,.257,.327,.584
Elian Herrera,MIL,256,.242,.290,.395,.685
Martín Maldonado,MIL,229,.210,.282,.293,.575
Shane Peterson,MIL,201,.259,.324,.353,.677
Domingo Santana,MIL,160,.238,.337,.431,.768
