playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jimmy Nelson,MIL,177.1,4.11,1.29,148,11
Kyle Lohse,MIL,152.1,5.85,1.46,108,5
Taylor Jungmann,MIL,119.1,3.77,1.28,107,9
Matt Garza,MIL,148.2,5.63,1.57,104,6
Will Smith,MIL,63.1,2.70,1.20,91,7
Jeremy Jeffress,MIL,68.0,2.65,1.26,67,5
Francisco Rodríguez,MIL,57.0,2.21,0.86,62,1
Wily Peralta,MIL,108.2,4.72,1.54,60,5
Corey Knebel,MIL,50.1,3.22,1.21,58,0
Michael Blazek,MIL,55.2,2.43,1.04,47,5
