playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Josh Johnson,FLA,183.2,2.30,1.11,186,11
Aníbal Sánchez,FLA,195.0,3.55,1.34,157,13
Ricky Nolasco,FLA,157.2,4.51,1.28,147,14
Chris Volstad,FLA,175.0,4.58,1.41,102,12
Clay Hensley,FLA,75.0,2.16,1.11,77,3
Juan Carlos Oviedo,FLA,65.0,3.46,1.28,71,4
Jose Veras,FLA,48.0,3.75,1.27,54,3
Brian Sanches,FLA,63.2,2.26,1.10,54,2
Burke Badenhop,FLA,67.2,3.99,1.23,47,2
Alex Sanabia,FLA,72.1,3.73,1.24,47,5
