playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Kyle Schwarber,PHI,604,.240,.365,.563,.928
Trea Turner,PHI,589,.304,.355,.457,.812
Nick Castellanos,PHI,547,.250,.294,.400,.694
J.T. Realmuto,PHI,502,.257,.315,.384,.699
Bryce Harper,PHI,501,.261,.357,.487,.844
Bryson Stott,PHI,499,.257,.328,.391,.719
Alec Bohm,PHI,464,.287,.331,.409,.740
Harrison Bader,PHI,448,.277,.347,.449,.796
Max Kepler,PHI,417,.216,.300,.391,.691
Brandon Marsh,PHI,379,.280,.342,.443,.785
Edmundo Sosa,PHI,243,.276,.307,.469,.776
