playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jesús Luzardo,PHI,183.2,3.92,1.22,216,15
Cristopher Sánchez,PHI,202.0,2.50,1.06,212,13
Zack Wheeler,PHI,149.2,2.71,0.94,195,10
Ranger Suárez,PHI,157.1,3.20,1.22,151,12
Aaron Nola,PHI,94.1,6.01,1.35,97,5
Walker Buehler,PHI,126.0,4.93,1.52,92,10
Taijuan Walker,PHI,123.2,4.08,1.41,86,5
Jhoan Duran,PHI,70.0,2.06,1.10,80,7
Matt Strahm,PHI,62.1,2.74,1.07,70,2
Orion Kerkering,PHI,60.0,3.30,1.37,65,8
